epoch,step,train_loss,train_roc_auc_score,val_loss,val_roc_auc_score
0,1627,0.6429784297943115,0.5929462909698486,0.6310238242149353,0.6047719120979309
1,3255,0.6253421306610107,0.60265052318573,0.6195940375328064,0.6214450001716614
2,4883,0.6213204860687256,0.6057863235473633,0.6297865509986877,0.6210228800773621
3,6511,0.6195169687271118,0.6083891987800598,0.6345769166946411,0.6215673685073853
4,8139,0.6177930235862732,0.607866108417511,0.6221286654472351,0.6191335320472717
5,9767,0.6162400841712952,0.6118248105049133,0.6167861223220825,0.6214272975921631
6,11395,0.6168410778045654,0.611617386341095,0.6299899816513062,0.619257926940918
7,13023,0.6171205639839172,0.6114653944969177,0.6257162094116211,0.6197373867034912
8,14651,0.6158301830291748,0.6132290959358215,0.6265574097633362,0.6191343069076538
9,16279,0.6144737005233765,0.6150205731391907,0.6334682703018188,0.6203403472900391
10,17907,0.613532304763794,0.6147509813308716,0.6330099105834961,0.6205788254737854
11,19535,0.6143000721931458,0.6151297688484192,0.6370061635971069,0.62221759557724
12,21163,0.6141262054443359,0.6153013706207275,0.6275658011436462,0.6213012337684631
13,22791,0.6139892935752869,0.61553955078125,0.6269201040267944,0.6226006746292114
14,24419,0.6154851317405701,0.6143340468406677,0.6254599094390869,0.6230906248092651
15,26047,0.6127104759216309,0.6174869537353516,0.6312898397445679,0.6216234564781189
16,27675,0.6129400134086609,0.6169039607048035,0.631903886795044,0.6223440170288086
17,29303,0.61273592710495,0.6175086498260498,0.6300999522209167,0.6226189136505127
18,30931,0.6130828857421875,0.6158061623573303,0.6471337080001831,0.6209115982055664
19,32559,0.6129303574562073,0.6177356839179993,0.6285173296928406,0.6185969114303589
